smoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
w?;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
wq;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
w!;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
wy;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
w#;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
i(;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
iw;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ii;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
ie;0.000395;0.000395;0.000789;0.000789;0.054065;0.096290;0.000789;0.000395;0.004341;0.058011;0.011839;0.002368;0.500395;0.130229;0.013418;0.000395;0.015785;0.001579;0.000395;0.000395;0.001579;0.000395;0.058011;0.000395;0.008287;0.000789;0.014601;0.000395;0.002762;0.015785;0.000395;0.001184;0.000395;0.000395;0.000395;0.000395;0.000395;0.000395
id;0.004484;0.004484;0.040359;0.677130;0.004484;0.004484;0.026906;0.067265;0.004484;0.004484;0.004484;0.026906;0.008969;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.008969;0.004484;0.008969;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484;0.004484
ir;0.001869;0.001869;0.001869;0.013084;0.164486;0.005607;0.005607;0.001869;0.003738;0.001869;0.001869;0.001869;0.497196;0.001869;0.136449;0.001869;0.003738;0.001869;0.003738;0.001869;0.001869;0.102804;0.001869;0.001869;0.013084;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869;0.001869
ia;0.008772;0.008772;0.008772;0.008772;0.008772;0.052632;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.087719;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.552632;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772
iu;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.159091;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
if;0.009091;0.009091;0.163636;0.118182;0.009091;0.009091;0.036364;0.027273;0.154545;0.009091;0.009091;0.009091;0.009091;0.009091;0.200000;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.018182;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091;0.009091
in;0.000456;0.007293;0.070647;0.231085;0.087967;0.005014;0.015041;0.012306;0.016864;0.040109;0.009572;0.003646;0.271650;0.071103;0.017320;0.018232;0.049681;0.000456;0.000456;0.000456;0.000456;0.006381;0.002735;0.000456;0.026892;0.005469;0.012306;0.000456;0.000456;0.000456;0.000456;0.007293;0.000456;0.000456;0.000456;0.004558;0.000456;0.000456
ih;0.004926;0.004926;0.029557;0.039409;0.004926;0.541872;0.004926;0.004926;0.004926;0.192118;0.004926;0.029557;0.004926;0.004926;0.009852;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926;0.004926
im;0.002967;0.002967;0.017804;0.026706;0.002967;0.002967;0.053412;0.005935;0.002967;0.002967;0.002967;0.287834;0.504451;0.002967;0.002967;0.002967;0.002967;0.008902;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.005935
i ;0.005780;0.017341;0.017341;0.069364;0.404624;0.005780;0.034682;0.023121;0.046243;0.005780;0.017341;0.034682;0.028902;0.017341;0.011561;0.017341;0.034682;0.017341;0.005780;0.005780;0.011561;0.005780;0.034682;0.005780;0.011561;0.005780;0.005780;0.005780;0.005780;0.005780;0.005780;0.040462;0.005780;0.005780;0.005780;0.005780;0.005780;0.005780
is;0.001041;0.001041;0.035380;0.053070;0.001041;0.001041;0.005203;0.002081;0.001041;0.001041;0.007284;0.003122;0.037461;0.222685;0.269511;0.002081;0.001041;0.016649;0.003122;0.001041;0.284079;0.015609;0.009365;0.001041;0.006243;0.005203;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041;0.001041
it;0.000776;0.003103;0.123351;0.119472;0.000776;0.029480;0.011637;0.032583;0.001552;0.001552;0.001552;0.000776;0.278510;0.087665;0.089216;0.019395;0.043445;0.005431;0.006982;0.000776;0.000776;0.000776;0.054306;0.047324;0.020946;0.004655;0.004655;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776;0.000776
iz;0.012658;0.012658;0.379747;0.101266;0.012658;0.012658;0.012658;0.050633;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.037975;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658
ig;0.001650;0.003300;0.004950;0.400990;0.001650;0.008251;0.003300;0.094059;0.001650;0.024752;0.004950;0.001650;0.150165;0.021452;0.084158;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.113861;0.009901;0.001650;0.031353;0.006601;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650;0.001650
ip;0.016129;0.016129;0.080645;0.016129;0.016129;0.016129;0.016129;0.016129;0.048387;0.016129;0.032258;0.016129;0.177419;0.032258;0.016129;0.016129;0.016129;0.016129;0.032258;0.016129;0.016129;0.016129;0.032258;0.016129;0.064516;0.032258;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129
io;0.001486;0.001486;0.001486;0.001486;0.043091;0.032689;0.001486;0.001486;0.001486;0.858841;0.001486;0.001486;0.005944;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.004458;0.001486;0.001486;0.001486;0.001486;0.001486;0.007429;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486;0.001486
i);0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ic;0.000555;0.000555;0.001664;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.926789;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.052135;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555;0.000555
ik;0.005882;0.005882;0.017647;0.152941;0.005882;0.005882;0.152941;0.005882;0.011765;0.005882;0.005882;0.005882;0.370588;0.005882;0.005882;0.005882;0.005882;0.005882;0.017647;0.011765;0.005882;0.005882;0.005882;0.005882;0.070588;0.023529;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882;0.005882
il;0.004695;0.023474;0.107981;0.065728;0.103286;0.004695;0.009390;0.037559;0.089202;0.009390;0.004695;0.004695;0.201878;0.023474;0.075117;0.004695;0.009390;0.004695;0.014085;0.004695;0.004695;0.004695;0.107981;0.004695;0.004695;0.009390;0.004695;0.004695;0.004695;0.004695;0.004695;0.009390;0.004695;0.004695;0.004695;0.004695;0.004695;0.004695
iä;0.025000;0.025000;0.025000;0.025000;0.025000;0.075000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
i,;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.177778;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
i.;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.075000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
ib;0.010638;0.010638;0.085106;0.117021;0.010638;0.010638;0.010638;0.021277;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.372340;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.053191;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638
iü;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ij;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
iß;0.016667;0.016667;0.016667;0.066667;0.016667;0.016667;0.016667;0.016667;0.033333;0.016667;0.016667;0.016667;0.083333;0.016667;0.116667;0.016667;0.016667;0.016667;0.016667;0.016667;0.033333;0.016667;0.016667;0.016667;0.066667;0.016667;0.066667;0.016667;0.016667;0.016667;0.016667;0.033333;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667
iö;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
iv;0.007937;0.007937;0.079365;0.428571;0.007937;0.007937;0.087302;0.007937;0.007937;0.007937;0.007937;0.015873;0.063492;0.015873;0.007937;0.007937;0.007937;0.039683;0.007937;0.007937;0.007937;0.007937;0.007937;0.007937;0.023810;0.007937;0.007937;0.007937;0.007937;0.007937;0.007937;0.015873;0.007937;0.007937;0.007937;0.007937;0.007937;0.007937
ix;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
i?;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
iq;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
i!;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
iy;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
i#;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
e(;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
ew;0.005814;0.005814;0.215116;0.331395;0.005814;0.005814;0.040698;0.017442;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.104651;0.005814;0.005814;0.005814;0.005814;0.069767;0.005814;0.005814;0.005814;0.034884;0.005814;0.005814;0.011628;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814;0.005814
ei;0.000440;0.000440;0.000440;0.002198;0.023297;0.002198;0.000440;0.000440;0.007473;0.401319;0.006154;0.008352;0.050989;0.046593;0.273846;0.003516;0.023736;0.000879;0.000440;0.000440;0.080440;0.000440;0.040000;0.000440;0.002637;0.000879;0.009231;0.000440;0.000440;0.007912;0.000440;0.000440;0.000440;0.000440;0.000440;0.000440;0.000440;0.000440
ee;0.014493;0.014493;0.159420;0.014493;0.014493;0.086957;0.014493;0.014493;0.028986;0.057971;0.115942;0.014493;0.028986;0.028986;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.043478;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.028986;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493
ed;0.002950;0.002950;0.079646;0.442478;0.002950;0.011799;0.061947;0.011799;0.005900;0.014749;0.002950;0.002950;0.011799;0.144543;0.041298;0.002950;0.002950;0.002950;0.053097;0.002950;0.002950;0.005900;0.035398;0.005900;0.002950;0.002950;0.002950;0.005900;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950;0.002950
er;0.000204;0.017708;0.053735;0.083045;0.034399;0.042744;0.022797;0.056788;0.014859;0.048239;0.024018;0.005089;0.383065;0.058824;0.041115;0.008752;0.015876;0.002850;0.002239;0.000204;0.000204;0.021982;0.015469;0.001425;0.009566;0.001832;0.018726;0.006717;0.000204;0.000204;0.000611;0.005292;0.000204;0.000204;0.000204;0.000204;0.000204;0.000204
ea;0.012195;0.012195;0.012195;0.012195;0.012195;0.024390;0.012195;0.182927;0.012195;0.121951;0.012195;0.036585;0.012195;0.012195;0.024390;0.012195;0.073171;0.012195;0.012195;0.012195;0.073171;0.024390;0.060976;0.012195;0.012195;0.012195;0.036585;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195
eu;0.002646;0.002646;0.002646;0.158730;0.007937;0.378307;0.002646;0.005291;0.002646;0.015873;0.002646;0.005291;0.055556;0.005291;0.264550;0.002646;0.018519;0.002646;0.002646;0.002646;0.002646;0.005291;0.005291;0.002646;0.002646;0.002646;0.007937;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646;0.002646
ef;0.004878;0.004878;0.039024;0.034146;0.004878;0.048780;0.165854;0.039024;0.180488;0.004878;0.004878;0.004878;0.009756;0.014634;0.004878;0.004878;0.009756;0.004878;0.097561;0.004878;0.004878;0.004878;0.009756;0.102439;0.004878;0.004878;0.004878;0.063415;0.004878;0.004878;0.068293;0.004878;0.004878;0.004878;0.004878;0.004878;0.004878;0.004878
en;0.000178;0.002496;0.005170;0.028169;0.045998;0.000713;0.006240;0.001605;0.002318;0.022107;0.009093;0.001070;0.556071;0.016046;0.087181;0.007488;0.004814;0.000357;0.006240;0.000357;0.000178;0.006775;0.001248;0.000357;0.104653;0.068640;0.001961;0.001783;0.000178;0.000178;0.000535;0.002318;0.000178;0.002496;0.000357;0.004101;0.000178;0.000178
eh;0.001946;0.001946;0.005837;0.212062;0.001946;0.363813;0.035019;0.017510;0.001946;0.035019;0.001946;0.112840;0.001946;0.001946;0.097276;0.001946;0.001946;0.003891;0.007782;0.001946;0.001946;0.001946;0.027237;0.003891;0.001946;0.001946;0.003891;0.001946;0.001946;0.001946;0.027237;0.001946;0.001946;0.001946;0.001946;0.001946;0.001946;0.001946
em;0.002012;0.002012;0.010060;0.203219;0.014085;0.002012;0.050302;0.002012;0.004024;0.004024;0.002012;0.004024;0.539235;0.004024;0.002012;0.002012;0.002012;0.026157;0.018109;0.002012;0.002012;0.002012;0.006036;0.014085;0.010060;0.004024;0.030181;0.016097;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012
e ;0.000314;0.029163;0.080590;0.067733;0.096268;0.032299;0.086861;0.038884;0.043274;0.026654;0.027908;0.050172;0.006272;0.072123;0.011916;0.036375;0.037316;0.037002;0.007526;0.000314;0.002509;0.047977;0.023205;0.006899;0.000941;0.000627;0.057385;0.010975;0.005958;0.000314;0.001881;0.049232;0.000314;0.000314;0.001568;0.000314;0.000314;0.000314
es;0.000683;0.006148;0.015027;0.232923;0.000683;0.001366;0.010246;0.004781;0.002049;0.000683;0.022541;0.001366;0.357240;0.060792;0.097678;0.002049;0.000683;0.019809;0.060109;0.000683;0.073087;0.000683;0.001366;0.000683;0.010929;0.003415;0.002732;0.000683;0.001366;0.000683;0.000683;0.002049;0.000683;0.000683;0.000683;0.000683;0.000683;0.000683
et;0.002012;0.032193;0.004024;0.225352;0.002012;0.120724;0.022133;0.002012;0.002012;0.002012;0.010060;0.002012;0.132797;0.018109;0.062374;0.251509;0.002012;0.002012;0.006036;0.002012;0.002012;0.004024;0.004024;0.002012;0.032193;0.028169;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012;0.002012
ez;0.008772;0.008772;0.263158;0.166667;0.008772;0.008772;0.008772;0.122807;0.008772;0.008772;0.008772;0.008772;0.035088;0.008772;0.008772;0.008772;0.008772;0.008772;0.070175;0.008772;0.008772;0.008772;0.008772;0.017544;0.017544;0.008772;0.008772;0.043860;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772;0.008772
