smoothed;3
(;r;e;a;n;u;d;c;i;ó; ;l;p;í;o;s;);m;t;,;v;b;y;ñ;q;h;.;g;f;á;x;z;k;¿;é;?;j;ú;w;#
rf;0.022222;0.022222;0.111111;0.022222;0.022222;0.022222;0.022222;0.022222;0.044444;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
rá;0.005618;0.011236;0.005618;0.005618;0.157303;0.005618;0.005618;0.157303;0.005618;0.005618;0.365169;0.005618;0.056180;0.005618;0.005618;0.022472;0.005618;0.005618;0.016854;0.011236;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.028090;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618;0.005618
rx;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
rz;0.015873;0.015873;0.015873;0.142857;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.253968;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873;0.015873
rk;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.048780;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
r¿;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
ré;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.041096;0.013699;0.013699;0.013699;0.260274;0.013699;0.013699;0.013699;0.013699;0.095890;0.013699;0.013699;0.013699;0.027397;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.095890;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699
r?;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
rj;0.020833;0.020833;0.125000;0.020833;0.020833;0.083333;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
rú;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
rw;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
r#;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
e(;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
er;0.000639;0.042812;0.070927;0.152077;0.024281;0.001917;0.042173;0.046006;0.088818;0.001917;0.141214;0.011502;0.003195;0.037700;0.139297;0.033866;0.000639;0.024920;0.033866;0.008307;0.035783;0.000639;0.000639;0.000639;0.000639;0.000639;0.003195;0.011502;0.003834;0.012780;0.000639;0.009585;0.000639;0.000639;0.007029;0.000639;0.002556;0.000639;0.000639;0.000639
ee;0.017544;0.122807;0.017544;0.017544;0.052632;0.035088;0.035088;0.017544;0.017544;0.017544;0.052632;0.017544;0.017544;0.017544;0.017544;0.035088;0.017544;0.087719;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544
ea;0.003497;0.083916;0.003497;0.003497;0.076923;0.017483;0.052448;0.055944;0.003497;0.003497;0.265734;0.146853;0.003497;0.003497;0.003497;0.080420;0.003497;0.017483;0.006993;0.048951;0.003497;0.010490;0.003497;0.003497;0.003497;0.003497;0.041958;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497
en;0.000313;0.000626;0.043220;0.015972;0.000626;0.001566;0.051989;0.078923;0.018791;0.000313;0.338240;0.000626;0.000313;0.000940;0.013467;0.017538;0.000313;0.012214;0.376762;0.004698;0.001879;0.000626;0.000313;0.000313;0.000313;0.000313;0.001566;0.009709;0.002192;0.000313;0.000313;0.001253;0.000313;0.000313;0.000626;0.000626;0.000313;0.000626;0.000313;0.000313
eu;0.005025;0.773869;0.005025;0.005025;0.025126;0.010050;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.010050;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025;0.005025
ed;0.002833;0.002833;0.192635;0.144476;0.002833;0.048159;0.002833;0.002833;0.379603;0.005666;0.042493;0.002833;0.002833;0.005666;0.050992;0.002833;0.002833;0.002833;0.033994;0.005666;0.002833;0.002833;0.002833;0.002833;0.002833;0.002833;0.005666;0.002833;0.002833;0.002833;0.002833;0.002833;0.005666;0.002833;0.002833;0.002833;0.002833;0.002833;0.002833;0.002833
ec;0.001142;0.002283;0.141553;0.005708;0.011416;0.093607;0.001142;0.017123;0.206621;0.001142;0.003425;0.012557;0.001142;0.014840;0.126712;0.001142;0.001142;0.001142;0.246575;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.085616;0.002283;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142;0.001142
ei;0.017544;0.070175;0.017544;0.017544;0.122807;0.017544;0.035088;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.035088;0.017544;0.017544;0.122807;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544
eó;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
e ;0.000201;0.027588;0.137334;0.067257;0.026178;0.028594;0.060814;0.040677;0.020338;0.000201;0.002819;0.213854;0.074909;0.000403;0.009062;0.079944;0.000201;0.035642;0.046919;0.001208;0.011277;0.006242;0.009666;0.000201;0.027386;0.046114;0.000805;0.005840;0.011277;0.000403;0.000201;0.000403;0.000403;0.000403;0.002014;0.000403;0.001410;0.001007;0.000201;0.000201
el;0.000701;0.000701;0.041345;0.051156;0.000701;0.001402;0.000701;0.000701;0.041345;0.000701;0.802383;0.029432;0.000701;0.000701;0.004905;0.000701;0.000701;0.000701;0.001402;0.002102;0.002803;0.000701;0.000701;0.000701;0.000701;0.000701;0.001402;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701;0.000701
ep;0.007692;0.176923;0.084615;0.176923;0.007692;0.007692;0.007692;0.046154;0.023077;0.015385;0.007692;0.007692;0.015385;0.007692;0.023077;0.007692;0.007692;0.007692;0.192308;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.007692;0.015385;0.007692;0.007692
eí;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
eo;0.004831;0.014493;0.009662;0.004831;0.004831;0.004831;0.004831;0.038647;0.004831;0.004831;0.463768;0.004831;0.004831;0.004831;0.004831;0.115942;0.004831;0.004831;0.004831;0.101449;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.077295;0.024155;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831;0.004831
es;0.000298;0.000298;0.048541;0.060453;0.000298;0.009232;0.007445;0.016379;0.073556;0.000596;0.330554;0.000298;0.055986;0.000298;0.015188;0.000298;0.001191;0.000298;0.287671;0.046158;0.001191;0.000298;0.000298;0.000298;0.000893;0.000298;0.028291;0.003871;0.005658;0.000298;0.000298;0.000298;0.000298;0.000298;0.000298;0.000893;0.000298;0.000298;0.000298;0.000298
e);0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
em;0.001565;0.001565;0.093897;0.123631;0.003130;0.007825;0.001565;0.001565;0.009390;0.003130;0.001565;0.001565;0.292645;0.001565;0.239437;0.001565;0.001565;0.001565;0.001565;0.001565;0.001565;0.150235;0.001565;0.001565;0.001565;0.001565;0.001565;0.001565;0.001565;0.028169;0.001565;0.001565;0.001565;0.001565;0.003130;0.001565;0.001565;0.001565;0.001565;0.001565
et;0.003247;0.045455;0.259740;0.133117;0.003247;0.009740;0.003247;0.009740;0.337662;0.009740;0.006494;0.003247;0.003247;0.003247;0.071429;0.003247;0.003247;0.003247;0.012987;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.006494;0.006494;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247;0.003247
e,;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.865979;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436;0.003436
ev;0.005319;0.005319;0.154255;0.265957;0.005319;0.010638;0.005319;0.005319;0.202128;0.010638;0.005319;0.005319;0.005319;0.010638;0.159574;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.005319;0.015957;0.005319;0.005319;0.005319;0.005319;0.005319
eb;0.004630;0.106481;0.370370;0.282407;0.004630;0.004630;0.004630;0.004630;0.046296;0.004630;0.004630;0.018519;0.004630;0.004630;0.018519;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630;0.004630
ey;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
eñ;0.003650;0.003650;0.003650;0.135036;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.726277;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650;0.003650
eq;0.010989;0.010989;0.010989;0.010989;0.010989;0.571429;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989
eh;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
e.;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.632075;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434;0.009434
eg;0.001916;0.036398;0.007663;0.137931;0.003831;0.287356;0.001916;0.001916;0.390805;0.003831;0.001916;0.032567;0.001916;0.001916;0.034483;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.001916;0.007663;0.001916;0.001916
ef;0.005587;0.005587;0.245810;0.005587;0.005587;0.005587;0.005587;0.005587;0.374302;0.005587;0.005587;0.067039;0.005587;0.005587;0.111732;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587;0.005587
eá;0.024390;0.024390;0.024390;0.024390;0.048780;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
ex;0.004098;0.004098;0.008197;0.114754;0.004098;0.004098;0.004098;0.094262;0.233607;0.004098;0.004098;0.004098;0.204918;0.004098;0.012295;0.004098;0.004098;0.004098;0.188525;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.012295;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098;0.004098
ez;0.010526;0.010526;0.010526;0.168421;0.010526;0.010526;0.010526;0.073684;0.010526;0.010526;0.305263;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.073684;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526
ek;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
e¿;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
eé;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
e?;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.093023;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
ej;0.006024;0.006024;0.265060;0.174699;0.006024;0.006024;0.006024;0.006024;0.012048;0.006024;0.006024;0.006024;0.006024;0.006024;0.331325;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024;0.006024
eú;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
ew;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
e#;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
a(;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
ar;0.000600;0.061751;0.034772;0.173261;0.007194;0.000600;0.008993;0.016787;0.112110;0.004197;0.257794;0.070743;0.000600;0.014388;0.020384;0.008993;0.000600;0.014988;0.076739;0.027578;0.000600;0.000600;0.001199;0.000600;0.000600;0.000600;0.004197;0.035372;0.000600;0.026379;0.000600;0.001199;0.001199;0.000600;0.006595;0.000600;0.003597;0.000600;0.000600;0.000600
ae;0.017544;0.070175;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.052632;0.017544;0.017544;0.017544;0.017544;0.228070;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544;0.017544
aa;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
