unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
w?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
wq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
w!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
wy;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.425074;0.011976;0.007343;0.085712;0.214244;0.016559;0.013792;0.009009;0.013107;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.014053;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
w#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
i(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
iw;0.003110;0.006359;0.240793;0.222363;0.021879;0.033145;0.071797;0.035204;0.007081;0.043860;0.018209;0.011014;0.066313;0.024491;0.024839;0.005063;0.013514;0.004036;0.053824;0.003110;0.011978;0.005949;0.013004;0.018111;0.005454;0.006380;0.007612;0.012842;0.000560;0.001956;0.001593;0.003707;0.000156;0.000072;0.000075;0.000177;0.000344;0.000034
ii;0.002073;0.004239;0.191148;0.115680;0.019820;0.036157;0.015948;0.011414;0.006757;0.090237;0.016644;0.015802;0.047865;0.042440;0.051952;0.004535;0.025079;0.003370;0.025812;0.002073;0.057920;0.007700;0.013620;0.002188;0.003834;0.168695;0.006659;0.001878;0.000401;0.001926;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
ie;0.002073;0.006294;0.058860;0.045672;0.037364;0.129303;0.014606;0.016458;0.008616;0.134165;0.023148;0.015049;0.261568;0.082130;0.028005;0.004540;0.022191;0.003720;0.008138;0.002119;0.010410;0.005315;0.036969;0.002223;0.009128;0.003132;0.013471;0.001878;0.001266;0.007264;0.000736;0.003167;0.000656;0.000063;0.000096;0.000118;0.000066;0.000023
id;0.002073;0.005045;0.109002;0.457413;0.014633;0.024465;0.064403;0.043007;0.004815;0.032319;0.012023;0.016636;0.088201;0.022817;0.018028;0.003375;0.009151;0.003070;0.011305;0.002073;0.007985;0.004013;0.016203;0.002178;0.008422;0.004577;0.005169;0.002257;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
ir;0.002073;0.007116;0.043438;0.090086;0.090136;0.030599;0.041596;0.028256;0.010051;0.037809;0.016260;0.010720;0.314908;0.029274;0.080485;0.005752;0.015716;0.003723;0.022371;0.002073;0.010174;0.046625;0.015299;0.007635;0.010881;0.002722;0.011923;0.005506;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
ia;0.002073;0.004440;0.024875;0.045063;0.016739;0.075977;0.017053;0.062025;0.013685;0.078168;0.022142;0.026724;0.048202;0.037511;0.082425;0.004727;0.024634;0.003843;0.007846;0.002073;0.021106;0.008723;0.315105;0.002131;0.003936;0.002071;0.021100;0.001878;0.000373;0.018832;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
iu;0.002073;0.004608;0.024609;0.052069;0.015323;0.056081;0.016256;0.011428;0.026414;0.169235;0.013082;0.361571;0.069918;0.041831;0.030510;0.003621;0.012758;0.003858;0.007969;0.002073;0.020276;0.011156;0.011312;0.002315;0.004005;0.002340;0.007103;0.001878;0.000373;0.009846;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
if;0.002073;0.004679;0.117328;0.136778;0.014586;0.058548;0.049207;0.027530;0.098411;0.030118;0.012415;0.010124;0.079472;0.017937;0.152575;0.004253;0.015011;0.002837;0.042102;0.002073;0.007985;0.004258;0.014086;0.008865;0.004514;0.002411;0.005953;0.061258;0.000959;0.001304;0.007470;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
in;0.002073;0.007456;0.061586;0.152362;0.084445;0.024186;0.027418;0.020014;0.013524;0.052262;0.016911;0.008921;0.246352;0.053738;0.040878;0.013517;0.058556;0.002714;0.011249;0.002168;0.008434;0.010300;0.009915;0.003100;0.030138;0.014023;0.010087;0.002327;0.000397;0.001304;0.001043;0.005688;0.000104;0.000402;0.000073;0.002242;0.000066;0.000023
ih;0.002073;0.006374;0.048143;0.138427;0.014990;0.274553;0.049168;0.016956;0.005297;0.112989;0.013361;0.024772;0.102784;0.021635;0.068606;0.003894;0.009875;0.002806;0.011193;0.002131;0.007985;0.006043;0.021421;0.009978;0.006752;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
im;0.002073;0.005180;0.086087;0.132281;0.015150;0.022379;0.053830;0.021581;0.005756;0.029616;0.011976;0.160291;0.302374;0.022538;0.022112;0.003846;0.009856;0.009061;0.014622;0.002073;0.008174;0.005095;0.009705;0.003449;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.001326
i ;0.002073;0.028490;0.049601;0.095411;0.243772;0.029172;0.049676;0.036458;0.033065;0.038292;0.027175;0.033133;0.057342;0.044578;0.022213;0.020362;0.033027;0.016838;0.009949;0.002104;0.011333;0.014665;0.026490;0.003433;0.006529;0.002395;0.021202;0.004074;0.002601;0.001304;0.001050;0.031562;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
is;0.002073;0.006017;0.077903;0.108194;0.015305;0.023366;0.026289;0.013721;0.007260;0.029748;0.015921;0.009250;0.113313;0.117120;0.166065;0.004455;0.011252;0.019239;0.025498;0.002158;0.147311;0.010461;0.013547;0.003570;0.008066;0.004601;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
it;0.002073;0.011131;0.101660;0.167746;0.014586;0.052528;0.030548;0.034479;0.005446;0.030758;0.013870;0.007635;0.210084;0.063529;0.058244;0.021162;0.026752;0.004665;0.012857;0.002115;0.007985;0.004007;0.037904;0.024044;0.023834;0.012025;0.008160;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
iz;0.002073;0.024100;0.308723;0.158485;0.014586;0.022301;0.017074;0.189811;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.027178;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
ig;0.002073;0.004980;0.049758;0.333884;0.014586;0.042238;0.022438;0.054309;0.005334;0.039757;0.013303;0.007343;0.161980;0.038556;0.056640;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.049164;0.026790;0.002821;0.020335;0.005649;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ip;0.002073;0.004239;0.088711;0.073055;0.014586;0.138429;0.060537;0.027423;0.043797;0.029240;0.032285;0.007343;0.185760;0.030986;0.027345;0.003375;0.009009;0.007056;0.061283;0.002073;0.007985;0.004222;0.037196;0.027041;0.046073;0.016117;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
io;0.002073;0.007850;0.024777;0.046472;0.040204;0.091597;0.013886;0.012301;0.009388;0.430499;0.019021;0.036757;0.054691;0.024958;0.021667;0.009187;0.019313;0.017222;0.008903;0.002073;0.021636;0.008105;0.040373;0.002131;0.005479;0.002059;0.012560;0.001878;0.001254;0.004562;0.003276;0.003087;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
i);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
ic;0.002073;0.004239;0.025494;0.047400;0.014586;0.022442;0.014144;0.011417;0.004720;0.029240;0.637857;0.007343;0.045170;0.016327;0.016646;0.003375;0.009009;0.002691;0.009058;0.002073;0.008158;0.037798;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ik;0.002073;0.006330;0.030695;0.165696;0.014586;0.030634;0.099407;0.026403;0.007594;0.030111;0.012324;0.008040;0.218907;0.028002;0.077720;0.005292;0.009358;0.002691;0.097581;0.004773;0.007985;0.003966;0.034632;0.003873;0.035073;0.010418;0.005597;0.004143;0.000373;0.001304;0.011191;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
il;0.002073;0.012496;0.137587;0.139330;0.058810;0.023292;0.045832;0.038685;0.041636;0.034652;0.012215;0.007661;0.143972;0.036779;0.066970;0.004092;0.017211;0.005959;0.018351;0.002153;0.009340;0.004763;0.088834;0.013848;0.004752;0.004593;0.011132;0.003552;0.000373;0.001304;0.001214;0.004854;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
iä;0.002073;0.004239;0.053607;0.045063;0.019774;0.379749;0.013798;0.028754;0.020933;0.097333;0.039538;0.015125;0.044045;0.066262;0.059685;0.004024;0.022304;0.002691;0.007846;0.002073;0.022253;0.003966;0.018721;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.006168;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
i,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
i.;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.059117;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.652266;0.007985;0.003966;0.008669;0.002131;0.004337;0.002672;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ib;0.002073;0.005737;0.086108;0.326265;0.014586;0.031900;0.026598;0.020328;0.004993;0.031146;0.012521;0.007343;0.054122;0.032258;0.224388;0.006779;0.013775;0.002691;0.010433;0.002073;0.008121;0.003966;0.043917;0.003493;0.004181;0.002652;0.005755;0.006099;0.000373;0.001304;0.000872;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
iü;0.003110;0.006359;0.036637;0.067595;0.023534;0.235132;0.020697;0.016866;0.020878;0.089666;0.054940;0.011014;0.066068;0.055396;0.045259;0.005063;0.026759;0.005140;0.011770;0.003110;0.047298;0.005949;0.016867;0.003197;0.005454;0.002957;0.097568;0.002817;0.000560;0.006923;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ij;0.002073;0.004239;0.026276;0.198767;0.014586;0.022096;0.143428;0.039022;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.009698;0.002073;0.007985;0.003966;0.008669;0.011390;0.003636;0.001971;0.005075;0.009285;0.000373;0.001304;0.000736;0.337657;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
iß;0.002073;0.004239;0.026544;0.164710;0.014586;0.022096;0.014328;0.013364;0.027821;0.042489;0.011976;0.007343;0.291721;0.016857;0.125486;0.003905;0.011129;0.002691;0.007846;0.002073;0.023667;0.003966;0.017678;0.002131;0.057570;0.005151;0.052649;0.001878;0.000373;0.001304;0.000736;0.019212;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
iö;0.003110;0.006359;0.036637;0.067595;0.021879;0.137370;0.020697;0.016866;0.023982;0.134001;0.037683;0.011014;0.066068;0.047026;0.038924;0.005063;0.079711;0.005445;0.011770;0.003110;0.140147;0.012991;0.031314;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.013224;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
iv;0.002073;0.004239;0.082005;0.388998;0.014586;0.022096;0.060625;0.011244;0.004720;0.029240;0.011976;0.011410;0.072797;0.020395;0.016559;0.003375;0.009289;0.019520;0.157175;0.002073;0.007985;0.003966;0.008669;0.002131;0.011771;0.001971;0.005075;0.001878;0.000373;0.001304;0.003532;0.006539;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
ix;0.002073;0.004239;0.484425;0.065063;0.014586;0.022096;0.053798;0.011244;0.004720;0.029240;0.011976;0.007343;0.064045;0.016327;0.049893;0.010042;0.009009;0.049357;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.016969;0.008638;0.005075;0.001878;0.000373;0.001304;0.000736;0.009138;0.006770;0.000048;0.000050;0.006785;0.000066;0.000023
i?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
iq;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.516867;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
i!;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
iy;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
i#;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
e(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
ew;0.002073;0.004239;0.250081;0.287545;0.014586;0.022096;0.062790;0.028444;0.004720;0.029240;0.012139;0.007343;0.044208;0.016327;0.016559;0.003375;0.009009;0.002691;0.078171;0.002073;0.007985;0.003966;0.008669;0.039437;0.003636;0.004253;0.005075;0.020999;0.000373;0.001304;0.003550;0.002471;0.000104;0.000048;0.000050;0.000118;0.000229;0.000023
ei;0.002073;0.004239;0.024481;0.116276;0.027568;0.036753;0.015948;0.011414;0.009141;0.226134;0.018581;0.018484;0.065001;0.058086;0.144636;0.005578;0.032976;0.003519;0.025812;0.002073;0.085040;0.007700;0.027031;0.002188;0.004579;0.002177;0.009639;0.001878;0.000401;0.004459;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
ee;0.002073;0.006294;0.166254;0.045539;0.019201;0.150614;0.014473;0.016458;0.018034;0.146925;0.094544;0.014381;0.103116;0.048946;0.023598;0.004540;0.016983;0.003319;0.008138;0.002119;0.010009;0.005315;0.017471;0.002223;0.027963;0.002999;0.008663;0.001878;0.000465;0.002055;0.000736;0.013653;0.000656;0.000063;0.000096;0.000118;0.000066;0.000023
ed;0.002073;0.005045;0.123381;0.352148;0.014633;0.027787;0.077542;0.021104;0.005922;0.036749;0.012023;0.007627;0.089722;0.075974;0.032424;0.003375;0.009151;0.003070;0.030131;0.002073;0.007985;0.005120;0.026583;0.003286;0.006621;0.004577;0.005169;0.003364;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
er;0.002073;0.012997;0.061421;0.113891;0.043273;0.043548;0.047844;0.047265;0.014303;0.053945;0.024260;0.012361;0.265790;0.048966;0.045939;0.008623;0.020310;0.004612;0.022384;0.002073;0.010174;0.017724;0.020427;0.008045;0.010002;0.003269;0.018146;0.007694;0.000404;0.001304;0.001154;0.004962;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
ea;0.002073;0.004440;0.024875;0.045063;0.016739;0.061623;0.017053;0.168086;0.013685;0.146350;0.022142;0.041875;0.048202;0.037511;0.050527;0.004727;0.062513;0.003843;0.007846;0.002073;0.058985;0.016299;0.073478;0.002131;0.003936;0.002071;0.036252;0.001878;0.000373;0.018832;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
eu;0.002073;0.004608;0.024609;0.109913;0.017284;0.195297;0.016256;0.012409;0.026414;0.174137;0.013082;0.029218;0.089526;0.042811;0.127569;0.003621;0.018640;0.003858;0.007969;0.002073;0.020276;0.012136;0.012292;0.002315;0.004005;0.002340;0.009063;0.001878;0.000373;0.009846;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
ef;0.002073;0.004679;0.052596;0.093198;0.014586;0.076512;0.101186;0.032243;0.096193;0.030118;0.012415;0.010124;0.081468;0.021929;0.055353;0.004253;0.017007;0.002837;0.080026;0.002073;0.007985;0.004258;0.016082;0.048785;0.004514;0.002411;0.005953;0.080580;0.000959;0.001304;0.033418;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
en;0.002073;0.005915;0.039452;0.083525;0.070138;0.022820;0.024505;0.016473;0.008676;0.046171;0.016811;0.008138;0.340922;0.035099;0.064357;0.009940;0.043414;0.002774;0.013284;0.002228;0.008434;0.010504;0.009501;0.003160;0.056234;0.035298;0.006666;0.002866;0.000397;0.001304;0.001163;0.004087;0.000104;0.001180;0.000133;0.002167;0.000066;0.000023
eh;0.002073;0.006374;0.039442;0.199916;0.014990;0.184603;0.061073;0.022559;0.005297;0.048126;0.013361;0.054587;0.102784;0.021635;0.100899;0.003894;0.009875;0.003506;0.013294;0.002131;0.007985;0.006043;0.030525;0.010679;0.006752;0.002721;0.005890;0.001936;0.000488;0.001304;0.011917;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
em;0.002073;0.005180;0.083418;0.195984;0.019508;0.022379;0.052308;0.020467;0.006482;0.030343;0.011976;0.053994;0.307867;0.023265;0.022112;0.003846;0.009856;0.015546;0.020432;0.002073;0.008174;0.005095;0.011157;0.007806;0.008235;0.003262;0.016936;0.012420;0.000373;0.001304;0.012876;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
e ;0.002073;0.033284;0.071744;0.090995;0.105773;0.039962;0.066528;0.042062;0.030273;0.047178;0.031546;0.037608;0.049475;0.063865;0.023658;0.027589;0.033164;0.024277;0.012382;0.002104;0.009605;0.030745;0.021867;0.005655;0.004271;0.002501;0.040455;0.007671;0.004505;0.001304;0.001579;0.033250;0.000119;0.000048;0.000677;0.000118;0.000066;0.000023
es;0.002073;0.007887;0.070894;0.169613;0.015305;0.023600;0.028117;0.014763;0.007727;0.029748;0.021234;0.008761;0.222693;0.060767;0.106084;0.004562;0.011252;0.020367;0.045112;0.002158;0.073859;0.005405;0.010892;0.003570;0.009766;0.004091;0.009373;0.002090;0.000691;0.001304;0.000905;0.004251;0.000104;0.000090;0.000261;0.000118;0.000447;0.000065
et;0.002073;0.021225;0.060287;0.207588;0.014586;0.085516;0.034080;0.023554;0.005179;0.030492;0.016508;0.007635;0.161897;0.039496;0.049654;0.104818;0.012097;0.003066;0.012178;0.002115;0.007985;0.004734;0.020245;0.008057;0.027799;0.020133;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
ez;0.002073;0.024100;0.200143;0.180522;0.014586;0.022301;0.017074;0.222439;0.004720;0.029240;0.011976;0.007752;0.076450;0.016532;0.033758;0.003375;0.009214;0.002691;0.041619;0.002073;0.007985;0.003966;0.011741;0.007336;0.008841;0.002381;0.005689;0.021470;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
