unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
et;0.002128;0.031763;0.083129;0.028561;0.017967;0.008413;0.008114;0.048509;0.111994;0.052539;0.020108;0.182031;0.005733;0.160321;0.002128;0.008952;0.011830;0.012670;0.058821;0.000421;0.059350;0.003391;0.014452;0.047009;0.001336;0.004416;0.002849;0.009633;0.000323;0.000549;0.000265;0.000201;0.000011;0.000011;0.000075
ei;0.002128;0.191614;0.045183;0.068993;0.008282;0.017544;0.009252;0.108135;0.021465;0.066103;0.190925;0.065280;0.010843;0.012522;0.002128;0.020392;0.032312;0.019958;0.030086;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.020072;0.028434;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
eo;0.002128;0.060052;0.035955;0.026170;0.038988;0.030247;0.302888;0.038577;0.024480;0.027068;0.108183;0.094221;0.038834;0.013933;0.002128;0.015217;0.014170;0.017977;0.021292;0.000967;0.006501;0.007468;0.004397;0.012280;0.002042;0.025560;0.024694;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
en;0.002128;0.017358;0.071715;0.051146;0.011911;0.008640;0.007167;0.249863;0.034730;0.038875;0.023630;0.203017;0.009372;0.013111;0.002235;0.080527;0.039768;0.015328;0.035844;0.001229;0.006181;0.003613;0.014626;0.004291;0.003884;0.035549;0.006681;0.006380;0.000359;0.000585;0.000087;0.000130;0.000011;0.000011;0.000021
e ;0.002128;0.047726;0.060523;0.059162;0.018023;0.034634;0.047315;0.128386;0.070617;0.071729;0.034392;0.059067;0.030855;0.028475;0.002141;0.029304;0.056625;0.021691;0.088545;0.002431;0.008420;0.023001;0.003737;0.035527;0.003082;0.017415;0.008550;0.002731;0.002706;0.000562;0.000129;0.000330;0.000011;0.000011;0.000021
ef;0.002128;0.031952;0.093013;0.017981;0.063527;0.008438;0.007131;0.037724;0.085422;0.199303;0.019760;0.191767;0.107760;0.012613;0.002128;0.008925;0.008616;0.035531;0.034328;0.000421;0.005336;0.003391;0.005971;0.004628;0.001336;0.004389;0.002849;0.002571;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
eh;0.002128;0.019857;0.269825;0.018424;0.009157;0.008406;0.007131;0.030425;0.129124;0.041456;0.020442;0.084927;0.005706;0.012545;0.002128;0.009152;0.008673;0.010900;0.277579;0.000478;0.005967;0.003391;0.005251;0.004369;0.001336;0.004389;0.002849;0.002756;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
e);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
ed;0.002128;0.022285;0.101614;0.035652;0.031036;0.013071;0.007688;0.037223;0.060322;0.035758;0.022142;0.443839;0.005944;0.012648;0.003160;0.011070;0.008616;0.014099;0.037631;0.000580;0.006398;0.003471;0.035271;0.004414;0.001812;0.007406;0.004756;0.026923;0.000323;0.000549;0.001480;0.000094;0.000011;0.000011;0.000577
ec;0.002128;0.027062;0.111201;0.019004;0.023142;0.008065;0.007131;0.210346;0.094871;0.169871;0.019760;0.066733;0.005706;0.061364;0.002128;0.008925;0.017423;0.024096;0.077960;0.000421;0.012488;0.003391;0.004907;0.004255;0.005772;0.004389;0.002849;0.003387;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
el;0.002128;0.018840;0.102271;0.040775;0.016105;0.008136;0.014955;0.032012;0.133238;0.101969;0.019901;0.137679;0.018607;0.012489;0.002128;0.034041;0.010942;0.084450;0.074993;0.000421;0.083495;0.003462;0.010838;0.005384;0.001477;0.005939;0.015890;0.006305;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
ea;0.002128;0.113988;0.034586;0.122020;0.017946;0.022305;0.013535;0.119561;0.030552;0.022128;0.146366;0.078081;0.009303;0.012560;0.002163;0.043565;0.031321;0.071863;0.019911;0.001027;0.011288;0.010643;0.004773;0.005715;0.019860;0.013565;0.013919;0.003663;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
ej;0.002128;0.017358;0.514276;0.017856;0.102127;0.008065;0.007131;0.026507;0.023082;0.096166;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.035063;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.004532;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ey;0.002128;0.017358;0.067149;0.033122;0.007851;0.018980;0.008864;0.028066;0.024344;0.054163;0.020973;0.567089;0.005879;0.012489;0.002474;0.009272;0.008790;0.010048;0.019911;0.000421;0.004093;0.003391;0.034985;0.004428;0.001336;0.004389;0.002849;0.023924;0.000323;0.000549;0.000224;0.000094;0.000011;0.000011;0.000021
eb;0.002128;0.066703;0.173960;0.029776;0.049075;0.009738;0.007131;0.028180;0.031227;0.037985;0.019760;0.055255;0.005706;0.012489;0.002128;0.008925;0.008825;0.052917;0.312927;0.013387;0.048154;0.003391;0.003434;0.004255;0.001336;0.004389;0.003267;0.002493;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
e,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ew;0.002128;0.018858;0.118358;0.041300;0.008684;0.008065;0.010844;0.028507;0.078065;0.079276;0.027094;0.329642;0.005706;0.098506;0.002128;0.008925;0.008616;0.011048;0.067929;0.000421;0.004260;0.003391;0.014026;0.004255;0.001336;0.004389;0.002849;0.010333;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ek;0.002128;0.017358;0.191591;0.111150;0.008381;0.008065;0.007131;0.026507;0.081877;0.030054;0.031968;0.372209;0.005706;0.013019;0.002128;0.008925;0.008616;0.012702;0.025219;0.000421;0.004093;0.003391;0.005557;0.004786;0.001336;0.004920;0.003379;0.006321;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
eg;0.002128;0.087773;0.082081;0.020442;0.047042;0.008065;0.007131;0.028122;0.281725;0.050403;0.024627;0.151336;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.091944;0.000421;0.012775;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ev;0.002128;0.017358;0.553935;0.017856;0.007851;0.008065;0.007131;0.026507;0.102702;0.047661;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.059502;0.000421;0.004591;0.003391;0.003683;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
e.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.064043;0.005706;0.012489;0.654231;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
eq;0.002128;0.017358;0.034479;0.017856;0.674517;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ex;0.002128;0.017358;0.069793;0.017856;0.007851;0.008065;0.176992;0.214707;0.093858;0.024927;0.019760;0.065712;0.005706;0.012489;0.002128;0.008925;0.079496;0.010048;0.121727;0.000421;0.004093;0.003391;0.010145;0.004255;0.001336;0.004389;0.004141;0.005950;0.000323;0.001841;0.000051;0.000094;0.000011;0.000011;0.000021
e?;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.668794;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ez;0.002128;0.017358;0.231448;0.017856;0.007851;0.008065;0.007131;0.026507;0.051702;0.082698;0.019760;0.242976;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.185252;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.007597
eó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
eä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
e#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
s(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
sr;0.002128;0.020422;0.174797;0.079203;0.015531;0.013172;0.008112;0.050897;0.234631;0.106194;0.024173;0.104487;0.005951;0.012611;0.002128;0.016442;0.010904;0.016095;0.050021;0.000421;0.011202;0.003841;0.009153;0.005113;0.004482;0.007821;0.004728;0.004076;0.000323;0.000549;0.000051;0.000094;0.000215;0.000011;0.000021
se;0.002128;0.077854;0.059882;0.072117;0.012538;0.018386;0.014152;0.041272;0.023702;0.022874;0.084735;0.272744;0.011474;0.013044;0.002148;0.066218;0.040033;0.034152;0.039684;0.000545;0.005883;0.004625;0.022948;0.006577;0.002074;0.011709;0.015564;0.009657;0.005977;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
ss;0.002128;0.018840;0.101647;0.039859;0.048726;0.013826;0.018905;0.062966;0.223901;0.041606;0.019760;0.227335;0.009270;0.022338;0.002326;0.009441;0.011635;0.012636;0.047408;0.000421;0.004610;0.004152;0.024572;0.004612;0.002925;0.004429;0.002849;0.015460;0.000323;0.000549;0.000329;0.000094;0.000011;0.000011;0.000101
su;0.002128;0.152508;0.096413;0.073448;0.007941;0.028136;0.074675;0.053607;0.035330;0.022453;0.061314;0.064241;0.020125;0.012489;0.002128;0.016211;0.070975;0.074219;0.034695;0.000421;0.004093;0.056815;0.004698;0.004255;0.001517;0.018639;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
sm;0.002128;0.033185;0.211393;0.049652;0.028532;0.043412;0.037730;0.026507;0.062109;0.055435;0.019936;0.093273;0.005882;0.012489;0.002128;0.008925;0.008792;0.010224;0.170959;0.000421;0.011040;0.014206;0.056826;0.004255;0.001336;0.004389;0.002849;0.020751;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000197
sp;0.002128;0.094363;0.235880;0.019945;0.013519;0.014728;0.025429;0.034760;0.045460;0.231238;0.019760;0.063824;0.005706;0.016502;0.002327;0.008925;0.008616;0.042800;0.084004;0.000421;0.004292;0.003391;0.004329;0.004255;0.001435;0.004488;0.002849;0.003467;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
st;0.002128;0.101438;0.091994;0.031949;0.016271;0.009865;0.007548;0.030868;0.095017;0.059075;0.020108;0.219229;0.005733;0.114824;0.002128;0.009315;0.009044;0.019206;0.100402;0.000421;0.010140;0.003391;0.013643;0.006881;0.001336;0.004416;0.002849;0.008985;0.000323;0.000549;0.000628;0.000201;0.000011;0.000011;0.000075
si;0.002128;0.026859;0.046330;0.086959;0.008282;0.022513;0.009252;0.101336;0.021465;0.193779;0.132384;0.065280;0.011990;0.012522;0.002128;0.081936;0.034224;0.021104;0.032379;0.000454;0.004093;0.023925;0.003533;0.004255;0.005015;0.012372;0.020052;0.002174;0.000323;0.006813;0.000051;0.004013;0.000011;0.000011;0.000054
so;0.002128;0.071320;0.036894;0.026170;0.055890;0.072501;0.022187;0.038577;0.024480;0.032701;0.123503;0.219103;0.038834;0.013933;0.002128;0.015217;0.080836;0.038635;0.021292;0.000967;0.006501;0.007468;0.013786;0.012280;0.002042;0.008016;0.007150;0.004209;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
sn;0.003191;0.026037;0.086171;0.058653;0.015921;0.012959;0.010751;0.114372;0.049593;0.055532;0.034055;0.209194;0.012112;0.019110;0.003353;0.081324;0.035749;0.019379;0.048762;0.001009;0.008993;0.005141;0.011933;0.006436;0.005826;0.047765;0.006964;0.007902;0.000539;0.000877;0.000130;0.000194;0.000016;0.000016;0.000032
s ;0.002128;0.043082;0.051361;0.055379;0.014797;0.031540;0.041414;0.129097;0.079173;0.078746;0.036063;0.058741;0.032056;0.031861;0.002141;0.024721;0.038264;0.019944;0.109897;0.002419;0.008413;0.027765;0.003784;0.045790;0.003360;0.014998;0.007076;0.002855;0.002155;0.000675;0.000064;0.000200;0.000011;0.000011;0.000021
sf;0.002128;0.030160;0.106582;0.017981;0.148524;0.008438;0.007131;0.032348;0.102575;0.084608;0.019760;0.188183;0.021739;0.012613;0.002128;0.008925;0.008616;0.014025;0.105757;0.000421;0.052955;0.003391;0.004179;0.004628;0.001336;0.004389;0.002849;0.002571;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sh;0.002128;0.019857;0.242794;0.018424;0.010501;0.013782;0.007131;0.030425;0.110406;0.185273;0.020442;0.119874;0.005706;0.012545;0.002128;0.009152;0.008673;0.010900;0.135155;0.000478;0.005967;0.003391;0.007939;0.004369;0.001336;0.004389;0.002849;0.002756;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
s);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
sd;0.002128;0.022285;0.094868;0.032477;0.017147;0.013071;0.007688;0.028493;0.050799;0.034964;0.020158;0.202569;0.005944;0.012648;0.002366;0.011070;0.008616;0.012512;0.370964;0.000580;0.006398;0.003471;0.013446;0.004414;0.001415;0.005422;0.004756;0.007875;0.000323;0.000549;0.000289;0.000094;0.000011;0.000011;0.000180
sc;0.002128;0.052234;0.094056;0.018432;0.104188;0.008065;0.007131;0.066836;0.048559;0.137297;0.019760;0.068832;0.005706;0.197908;0.002128;0.008925;0.017423;0.020666;0.079502;0.000421;0.012488;0.003391;0.003763;0.004255;0.004628;0.004389;0.002849;0.002815;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sl;0.002128;0.018840;0.081130;0.028090;0.013991;0.008136;0.007908;0.032012;0.069108;0.063477;0.019901;0.117242;0.008741;0.012489;0.002128;0.027698;0.008828;0.046395;0.255585;0.000421;0.144354;0.003462;0.006610;0.005384;0.001477;0.004530;0.005319;0.003486;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
sa;0.002128;0.081676;0.034586;0.061625;0.011555;0.040259;0.015679;0.153677;0.043727;0.022128;0.084439;0.070214;0.075179;0.012560;0.002163;0.023919;0.020014;0.102106;0.019911;0.001027;0.052131;0.012295;0.003790;0.005715;0.007569;0.023299;0.012287;0.002680;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
sj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
sy;0.002128;0.017358;0.047992;0.234419;0.007851;0.018980;0.008864;0.028066;0.024344;0.050332;0.123537;0.293879;0.005879;0.012489;0.002474;0.009272;0.008790;0.010048;0.019911;0.000421;0.004093;0.003391;0.031154;0.004428;0.001336;0.004389;0.002849;0.020092;0.000323;0.000549;0.000224;0.000094;0.000011;0.000011;0.000021
sb;0.002128;0.027814;0.173960;0.029776;0.204630;0.009738;0.007131;0.028180;0.031227;0.204652;0.019760;0.055255;0.005706;0.012489;0.002128;0.008925;0.008825;0.052917;0.046260;0.013387;0.031488;0.003391;0.003434;0.004255;0.001336;0.004389;0.003267;0.002493;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
s,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sw;0.002128;0.018858;0.374071;0.020023;0.008684;0.008065;0.007298;0.028507;0.078065;0.139166;0.027094;0.081415;0.005706;0.084322;0.002128;0.008925;0.008616;0.011048;0.053745;0.000421;0.004260;0.003391;0.006934;0.004255;0.001336;0.004389;0.002849;0.003241;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sk;0.002128;0.017358;0.233258;0.066052;0.008381;0.008065;0.007131;0.026507;0.095602;0.030054;0.031968;0.353582;0.005706;0.013019;0.002128;0.008925;0.008616;0.012702;0.025219;0.000421;0.004093;0.003391;0.005557;0.004786;0.001336;0.004920;0.003379;0.014654;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sg;0.002128;0.398357;0.077135;0.020442;0.026270;0.008065;0.007131;0.028122;0.069064;0.040512;0.023638;0.151336;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.036554;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sv;0.003191;0.026037;0.413182;0.026784;0.011776;0.012098;0.010697;0.039760;0.103420;0.066745;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.062354;0.000632;0.006887;0.005087;0.005524;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
s.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
sx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
s?;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.668794;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
sz;0.003191;0.026037;0.347172;0.026784;0.011776;0.012098;0.010697;0.039760;0.077552;0.124047;0.029640;0.114463;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.027878;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.011395
só;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
sä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
s#;0.002128;0.017358;0.067812;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.286427;0.086915;0.005706;0.012489;0.302128;0.008925;0.008616;0.043382;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
u(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
