unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
et;0.000000;0.005571;0.052925;0.008357;0.008357;0.000000;0.002786;0.052925;0.158774;0.000000;0.000000;0.197772;0.000000;0.136490;0.000000;0.000000;0.008357;0.000000;0.072423;0.000000;0.147632;0.000000;0.011142;0.122563;0.000000;0.000000;0.000000;0.013928;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ei;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.133929;0.000000;0.000000;0.285714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.035714;0.044643;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eo;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.842105;0.000000;0.000000;0.000000;0.052632;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.052632;0.052632;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
en;0.000000;0.000000;0.042802;0.036131;0.003891;0.000000;0.000000;0.520845;0.005003;0.005559;0.002779;0.190661;0.003891;0.001112;0.000000;0.078933;0.047804;0.007226;0.010006;0.001668;0.000556;0.000556;0.020011;0.000000;0.000000;0.011117;0.006115;0.003335;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e ;0.000000;0.051357;0.045694;0.066979;0.017770;0.041984;0.066589;0.124976;0.065026;0.075376;0.024995;0.008397;0.040227;0.021871;0.000000;0.033978;0.092169;0.017379;0.093732;0.002734;0.005077;0.022457;0.000195;0.038664;0.002539;0.023433;0.010154;0.000976;0.004687;0.000000;0.000195;0.000391;0.000000;0.000000;0.000000
ef;0.000000;0.005376;0.102151;0.000000;0.102151;0.000000;0.000000;0.016129;0.091398;0.344086;0.000000;0.010753;0.258065;0.000000;0.000000;0.000000;0.000000;0.064516;0.000000;0.000000;0.000000;0.000000;0.005376;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eh;0.000000;0.000000;0.222222;0.000000;0.000000;0.000000;0.000000;0.000000;0.185185;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.592593;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ed;0.000000;0.000000;0.020238;0.009524;0.041667;0.000000;0.000000;0.026190;0.028571;0.002381;0.005952;0.723810;0.000000;0.000000;0.002381;0.000000;0.000000;0.004762;0.000000;0.000000;0.000000;0.000000;0.065476;0.000000;0.001190;0.005952;0.000000;0.057143;0.000000;0.000000;0.003571;0.000000;0.000000;0.000000;0.001190
ec;0.000000;0.003431;0.090909;0.001715;0.006861;0.000000;0.000000;0.430532;0.138937;0.176672;0.000000;0.006861;0.000000;0.037736;0.000000;0.000000;0.000000;0.010292;0.087479;0.000000;0.000000;0.000000;0.003431;0.000000;0.003431;0.000000;0.000000;0.001715;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
el;0.000000;0.000000;0.063425;0.038055;0.006342;0.000000;0.021142;0.000000;0.192389;0.175476;0.000000;0.061311;0.029598;0.000000;0.000000;0.019027;0.006342;0.114165;0.078224;0.000000;0.137421;0.000000;0.012685;0.000000;0.000000;0.004228;0.031712;0.008457;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ea;0.000000;0.179941;0.000000;0.228614;0.019174;0.001475;0.001475;0.115044;0.000000;0.000000;0.197640;0.023599;0.000000;0.000000;0.000000;0.070796;0.033923;0.063422;0.000000;0.000000;0.000000;0.002950;0.002950;0.000000;0.036873;0.010324;0.008850;0.002950;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ej;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ey;0.000000;0.000000;0.057471;0.011494;0.000000;0.000000;0.000000;0.000000;0.000000;0.011494;0.000000;0.896552;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.011494;0.000000;0.000000;0.000000;0.000000;0.011494;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eb;0.000000;0.116667;0.000000;0.000000;0.033333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.800000;0.000000;0.050000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e,;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ew;0.000000;0.000000;0.010638;0.063830;0.000000;0.000000;0.010638;0.000000;0.000000;0.042553;0.000000;0.744681;0.000000;0.042553;0.000000;0.000000;0.000000;0.000000;0.042553;0.000000;0.000000;0.000000;0.021277;0.000000;0.000000;0.000000;0.000000;0.021277;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ek;0.000000;0.000000;0.000000;0.235294;0.000000;0.000000;0.000000;0.000000;0.058824;0.000000;0.000000;0.705882;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eg;0.000000;0.068249;0.014837;0.000000;0.062315;0.000000;0.000000;0.000000;0.637982;0.029674;0.002967;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.166172;0.000000;0.017804;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ev;0.000000;0.000000;0.835443;0.000000;0.000000;0.000000;0.000000;0.000000;0.101266;0.009494;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.053797;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e.;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.021127;0.000000;0.000000;0.978873;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eq;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ex;0.000000;0.000000;0.055556;0.000000;0.000000;0.000000;0.273148;0.277778;0.097222;0.004630;0.000000;0.009259;0.000000;0.000000;0.000000;0.000000;0.115741;0.000000;0.162037;0.000000;0.000000;0.000000;0.004630;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ez;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eó;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
eä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
e#;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sr;0.000000;0.000000;0.142857;0.142857;0.000000;0.000000;0.000000;0.000000;0.571429;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
se;0.000000;0.081585;0.051282;0.072261;0.001166;0.002331;0.006993;0.022145;0.000000;0.000000;0.083916;0.341492;0.005828;0.000000;0.000000;0.120047;0.058275;0.043124;0.017483;0.000000;0.000000;0.000000;0.044289;0.001166;0.001166;0.001166;0.018648;0.013986;0.011655;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ss;0.000000;0.003610;0.099278;0.000000;0.086643;0.012635;0.005415;0.000000;0.503610;0.016245;0.000000;0.167870;0.009025;0.000000;0.000000;0.000000;0.000000;0.001805;0.052347;0.000000;0.000000;0.001805;0.027076;0.000000;0.000000;0.000000;0.000000;0.012635;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
su;0.000000;0.198675;0.145695;0.036424;0.000000;0.033113;0.162252;0.000000;0.003311;0.000000;0.000000;0.000000;0.039735;0.000000;0.000000;0.009934;0.125828;0.066225;0.009934;0.000000;0.000000;0.142384;0.000000;0.000000;0.000000;0.026490;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sm;0.000000;0.000000;0.256410;0.076923;0.025641;0.000000;0.000000;0.000000;0.000000;0.025641;0.000000;0.051282;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.358974;0.000000;0.000000;0.000000;0.153846;0.000000;0.000000;0.000000;0.000000;0.051282;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sp;0.000000;0.003984;0.430279;0.000000;0.000000;0.000000;0.000000;0.000000;0.055777;0.406375;0.000000;0.000000;0.000000;0.003984;0.000000;0.000000;0.000000;0.003984;0.095618;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
st;0.000000;0.214597;0.079521;0.018519;0.003268;0.004357;0.001089;0.000000;0.107843;0.019608;0.000000;0.309368;0.000000;0.000000;0.000000;0.001089;0.000000;0.019608;0.197168;0.000000;0.000000;0.000000;0.008715;0.002179;0.000000;0.000000;0.000000;0.011983;0.000000;0.000000;0.001089;0.000000;0.000000;0.000000;0.000000
si;0.000000;0.005734;0.003440;0.053899;0.000000;0.014908;0.000000;0.113532;0.000000;0.383028;0.110092;0.000000;0.003440;0.000000;0.000000;0.184633;0.005734;0.003440;0.006881;0.000000;0.000000;0.052752;0.000000;0.000000;0.000000;0.012615;0.019495;0.000000;0.000000;0.017202;0.000000;0.009174;0.000000;0.000000;0.000000
so;0.000000;0.033803;0.002817;0.000000;0.050704;0.126761;0.000000;0.000000;0.000000;0.016901;0.098592;0.374648;0.000000;0.000000;0.000000;0.000000;0.200000;0.061972;0.000000;0.000000;0.000000;0.000000;0.028169;0.000000;0.000000;0.000000;0.000000;0.005634;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sn;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s ;0.000000;0.037424;0.018206;0.055630;0.008092;0.032704;0.048887;0.127107;0.090695;0.096426;0.030007;0.007417;0.043830;0.032030;0.000000;0.020229;0.037087;0.012138;0.157788;0.002697;0.005057;0.036750;0.000337;0.069454;0.003372;0.016183;0.005732;0.001349;0.003034;0.000337;0.000000;0.000000;0.000000;0.000000;0.000000
sf;0.000000;0.000000;0.142857;0.000000;0.357143;0.000000;0.000000;0.000000;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.214286;0.000000;0.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sh;0.000000;0.000000;0.141129;0.000000;0.004032;0.016129;0.000000;0.000000;0.129032;0.431452;0.000000;0.104839;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.165323;0.000000;0.000000;0.000000;0.008065;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s);0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sd;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sc;0.000000;0.078947;0.039474;0.000000;0.250000;0.000000;0.000000;0.000000;0.000000;0.078947;0.000000;0.013158;0.000000;0.447368;0.000000;0.000000;0.000000;0.000000;0.092105;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sl;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.620000;0.000000;0.320000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sa;0.000000;0.083004;0.000000;0.047431;0.000000;0.055336;0.007905;0.217391;0.039526;0.000000;0.011858;0.000000;0.197628;0.000000;0.000000;0.011858;0.000000;0.154150;0.000000;0.000000;0.122530;0.007905;0.000000;0.000000;0.000000;0.039526;0.003953;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sj;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sy;0.000000;0.000000;0.000000;0.615385;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.307692;0.076923;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sb;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s,;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sw;0.000000;0.000000;0.777778;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.222222;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sk;0.000000;0.000000;0.125000;0.100000;0.000000;0.000000;0.000000;0.000000;0.100000;0.000000;0.000000;0.650000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.025000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sg;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sv;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s.;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sq;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sx;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s?;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sz;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
só;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
sä;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
s#;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
u(;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
