unsmoothed;3
(;r;e;a;n;u;d;c;i;ó; ;l;p;í;o;s;);m;t;,;v;b;y;ñ;q;h;.;g;f;á;x;z;k;¿;é;?;j;ú;w;#
rf;0.001999;0.039544;0.358393;0.046417;0.019103;0.042478;0.013505;0.011998;0.169836;0.003365;0.052175;0.024179;0.008322;0.004610;0.123917;0.021989;0.001999;0.009001;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.002173;0.002057;0.002818;0.002379;0.000877;0.000504;0.000680;0.000068;0.000044;0.007801;0.000044;0.000747;0.000220;0.000020;0.000016
rá;0.001999;0.026522;0.037900;0.029556;0.126841;0.010812;0.013505;0.099235;0.017242;0.002392;0.284212;0.030507;0.036895;0.001367;0.023722;0.149205;0.001999;0.023215;0.026752;0.008854;0.001957;0.004607;0.002260;0.000602;0.002606;0.001849;0.002816;0.004337;0.014754;0.000877;0.008097;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
rx;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
rz;0.001999;0.018791;0.037900;0.315106;0.019103;0.011033;0.013505;0.025723;0.021164;0.020039;0.094332;0.013803;0.008322;0.001367;0.311701;0.021989;0.001999;0.008029;0.012809;0.011245;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004779;0.002055;0.005779;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
rk;0.001999;0.018791;0.037900;0.098183;0.019103;0.019857;0.013505;0.011998;0.076066;0.002392;0.061979;0.013803;0.008322;0.001367;0.504113;0.031793;0.001999;0.008029;0.012809;0.013206;0.011761;0.003088;0.002260;0.000602;0.002606;0.011653;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
r¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
ré;0.001999;0.061706;0.037900;0.029556;0.150839;0.010053;0.036701;0.018984;0.017242;0.002392;0.285889;0.020789;0.012314;0.001367;0.023722;0.130499;0.001999;0.009027;0.016801;0.014501;0.001957;0.006082;0.002260;0.000602;0.002606;0.001849;0.002057;0.081388;0.003053;0.000877;0.009486;0.000680;0.000068;0.000044;0.000668;0.000044;0.001745;0.000220;0.000020;0.000016
r?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
rj;0.001999;0.018791;0.367445;0.073228;0.019103;0.187637;0.013505;0.011998;0.019916;0.007740;0.052175;0.013803;0.008322;0.001367;0.129783;0.021989;0.001999;0.008029;0.012809;0.003402;0.002848;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.001559;0.000044;0.000747;0.000220;0.000020;0.000016
rú;0.002998;0.028187;0.056850;0.062516;0.255927;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.152522;0.012483;0.002050;0.035583;0.032983;0.002998;0.043861;0.041941;0.005102;0.002935;0.072814;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
rw;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
r#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
e(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
er;0.001999;0.040627;0.129199;0.142481;0.029105;0.018361;0.033491;0.031736;0.078676;0.004106;0.144366;0.022766;0.009693;0.020781;0.112847;0.036546;0.002034;0.027113;0.036619;0.009003;0.015964;0.003407;0.002296;0.000602;0.004024;0.001849;0.005732;0.010115;0.003325;0.009923;0.000504;0.004555;0.000103;0.000044;0.004023;0.000044;0.001687;0.000220;0.000020;0.000016
ee;0.001999;0.163245;0.038199;0.033880;0.113742;0.032456;0.038615;0.026693;0.017541;0.002392;0.177980;0.038183;0.009904;0.001402;0.026658;0.099921;0.002034;0.096989;0.017520;0.007814;0.004558;0.006182;0.002260;0.004715;0.003503;0.001884;0.003217;0.011291;0.004498;0.000895;0.004090;0.001646;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
ea;0.001999;0.086653;0.038284;0.029556;0.072534;0.017930;0.058555;0.051866;0.017310;0.002415;0.252123;0.092598;0.012830;0.002539;0.023812;0.092981;0.002066;0.030557;0.021806;0.026404;0.003625;0.012921;0.005461;0.002112;0.003170;0.002525;0.020726;0.004441;0.002663;0.000877;0.000504;0.002100;0.000136;0.000044;0.000713;0.000112;0.002460;0.000558;0.000020;0.000016
en;0.001999;0.018932;0.076831;0.061138;0.019592;0.015603;0.050025;0.059110;0.037813;0.004066;0.266197;0.014048;0.008322;0.001857;0.050238;0.040812;0.002068;0.013755;0.202763;0.009520;0.003950;0.003229;0.002260;0.000602;0.003374;0.001918;0.005235;0.008431;0.009211;0.001435;0.000504;0.001938;0.000173;0.000044;0.000808;0.000254;0.001201;0.000709;0.000020;0.000016
eu;0.001999;0.373542;0.150690;0.042876;0.087926;0.012216;0.020595;0.028698;0.032550;0.002459;0.060525;0.025135;0.014750;0.003156;0.023987;0.035906;0.001999;0.013728;0.022063;0.003667;0.002619;0.006401;0.008423;0.000602;0.002606;0.001849;0.002057;0.005866;0.003115;0.001209;0.000570;0.001475;0.000068;0.000044;0.002457;0.000044;0.001874;0.000220;0.000020;0.000016
ed;0.001999;0.021110;0.278016;0.130014;0.019103;0.032469;0.013554;0.011998;0.187050;0.003605;0.078924;0.013852;0.008322;0.004455;0.104132;0.022038;0.001999;0.008719;0.025067;0.005799;0.002154;0.003137;0.002260;0.000602;0.002853;0.001947;0.004306;0.002818;0.002055;0.000927;0.000504;0.000680;0.001182;0.000044;0.001210;0.000044;0.000797;0.000220;0.000020;0.000016
ec;0.001999;0.027297;0.113430;0.076017;0.023469;0.068170;0.013505;0.020523;0.181244;0.003281;0.053749;0.024287;0.008322;0.008873;0.154483;0.021989;0.001999;0.008029;0.121301;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.041738;0.002622;0.002818;0.002055;0.001322;0.000504;0.000680;0.000290;0.000044;0.001001;0.000044;0.000747;0.000220;0.000020;0.000016
ei;0.001999;0.087081;0.065720;0.054864;0.168704;0.011212;0.064951;0.043256;0.017320;0.040065;0.057932;0.018864;0.011143;0.001367;0.054671;0.066982;0.001999;0.021900;0.143864;0.003672;0.013162;0.007956;0.002260;0.000602;0.002954;0.001849;0.002134;0.009812;0.007348;0.000916;0.000504;0.005394;0.000261;0.000044;0.005807;0.000044;0.001134;0.000220;0.000020;0.000016
eó;0.002998;0.032364;0.056850;0.044334;0.439264;0.015079;0.028193;0.018414;0.025863;0.003588;0.095806;0.038248;0.014572;0.002050;0.035583;0.035907;0.002998;0.036688;0.020049;0.005102;0.005023;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.006733;0.003082;0.001316;0.007021;0.001019;0.000102;0.000066;0.001001;0.000066;0.001538;0.000330;0.000030;0.000024
e ;0.001999;0.038503;0.127742;0.075010;0.035749;0.028098;0.074874;0.049848;0.031185;0.002520;0.054599;0.119283;0.064507;0.001447;0.031858;0.071783;0.002011;0.032184;0.039439;0.004110;0.009190;0.007416;0.015132;0.000602;0.026094;0.025270;0.002617;0.007598;0.011216;0.001137;0.000529;0.001143;0.000340;0.000188;0.001698;0.000124;0.001817;0.001001;0.000109;0.000029
el;0.001999;0.018840;0.088136;0.161301;0.019103;0.017485;0.014470;0.012481;0.050343;0.002730;0.401005;0.031861;0.008467;0.007593;0.071018;0.022182;0.002047;0.011021;0.019566;0.006730;0.003788;0.003136;0.002357;0.000602;0.002896;0.001849;0.004566;0.005859;0.002248;0.001215;0.000504;0.000680;0.000068;0.000044;0.000764;0.000044;0.000747;0.000220;0.000020;0.000016
ep;0.001999;0.176001;0.131293;0.167393;0.019103;0.030626;0.013505;0.031237;0.035296;0.006576;0.052255;0.035657;0.012506;0.002007;0.114383;0.022149;0.001999;0.008029;0.105701;0.003402;0.001957;0.003088;0.002340;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.001198;0.000504;0.000680;0.000148;0.000044;0.000908;0.000044;0.000747;0.005124;0.000020;0.000096
eí;0.001999;0.021715;0.038875;0.170881;0.031286;0.010053;0.184557;0.028080;0.017242;0.002392;0.080927;0.013803;0.008322;0.001367;0.040291;0.050254;0.001999;0.009978;0.071776;0.013148;0.002931;0.170242;0.002260;0.000602;0.002606;0.001849;0.004006;0.002818;0.009365;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.001235;0.000220;0.000020;0.000016
eo;0.001999;0.066118;0.040514;0.029640;0.062128;0.010137;0.022492;0.034143;0.017383;0.002392;0.330176;0.023071;0.017085;0.001395;0.024143;0.130609;0.002055;0.026452;0.017022;0.053572;0.002912;0.013255;0.005153;0.000602;0.002719;0.003169;0.038063;0.014228;0.002897;0.000877;0.000756;0.000764;0.000068;0.000044;0.000668;0.000269;0.000775;0.000220;0.000020;0.000016
es;0.001999;0.021397;0.092804;0.064059;0.019133;0.023520;0.016673;0.020544;0.074223;0.003795;0.298683;0.014802;0.036804;0.002912;0.045772;0.021989;0.002603;0.009362;0.150596;0.031325;0.002349;0.003149;0.002260;0.000602;0.002898;0.001879;0.020195;0.004478;0.004772;0.000908;0.000504;0.000680;0.000068;0.000044;0.000789;0.000366;0.000747;0.000220;0.000081;0.000016
e);0.005996;0.056374;0.113701;0.088668;0.057309;0.030159;0.040514;0.035994;0.051727;0.007177;0.156524;0.041408;0.024967;0.004101;0.071166;0.065967;0.005996;0.024086;0.038428;0.010205;0.005870;0.009264;0.006781;0.001805;0.007819;0.005546;0.006170;0.008454;0.006164;0.002632;0.001511;0.002039;0.000204;0.000132;0.002003;0.000132;0.002242;0.000660;0.000060;0.000048
em;0.001999;0.018791;0.152551;0.117024;0.019742;0.026967;0.013505;0.012164;0.078775;0.003115;0.052839;0.013803;0.147012;0.004520;0.162742;0.022238;0.001999;0.008029;0.012809;0.003568;0.001957;0.080599;0.002260;0.000602;0.002606;0.001849;0.002223;0.002818;0.002055;0.023781;0.000504;0.000680;0.000068;0.000044;0.001722;0.000044;0.000747;0.001216;0.000020;0.000016
et;0.001999;0.079429;0.220416;0.155918;0.019103;0.027260;0.013505;0.014590;0.189040;0.005608;0.053834;0.013855;0.008322;0.002303;0.110589;0.022041;0.001999;0.008029;0.016749;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.003404;0.003352;0.002818;0.002055;0.004362;0.000504;0.000888;0.000068;0.000044;0.002488;0.000044;0.000747;0.000688;0.000020;0.000016
e,;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.718449;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003598;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002253;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ev;0.001999;0.018791;0.186765;0.229123;0.019103;0.013667;0.013505;0.011998;0.166970;0.004985;0.052175;0.013803;0.008322;0.013153;0.167008;0.021989;0.001999;0.008029;0.012809;0.003742;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.007556;0.000044;0.000747;0.000220;0.000020;0.000016
eb;0.001999;0.137696;0.217511;0.200582;0.019103;0.026018;0.013505;0.012214;0.093403;0.002824;0.053253;0.068244;0.008322;0.004603;0.041270;0.031913;0.001999;0.008244;0.013241;0.003617;0.003467;0.003088;0.002260;0.000602;0.002606;0.001849;0.002272;0.002818;0.002055;0.001740;0.000504;0.000680;0.000068;0.000044;0.001099;0.000044;0.014987;0.000220;0.000020;0.000016
ey;0.002998;0.028187;0.079397;0.088100;0.029981;0.028342;0.020257;0.017997;0.025863;0.004915;0.440330;0.020704;0.012483;0.002050;0.070950;0.032983;0.002998;0.012485;0.019214;0.022344;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004853;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001885;0.000066;0.001121;0.000330;0.000030;0.000024
eñ;0.001999;0.018791;0.039008;0.143961;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.052175;0.013803;0.008322;0.001367;0.574876;0.021989;0.001999;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
eq;0.001999;0.018791;0.037900;0.029556;0.019103;0.676719;0.013505;0.011998;0.017242;0.002392;0.052175;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
eh;0.001999;0.022755;0.259342;0.216943;0.019103;0.017981;0.013505;0.011998;0.022287;0.002392;0.054337;0.014163;0.008322;0.169115;0.085704;0.021989;0.001999;0.008029;0.013170;0.007366;0.001957;0.003088;0.002981;0.000602;0.002606;0.002209;0.003138;0.002818;0.002055;0.001238;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.001108;0.000220;0.000020;0.001457
e.;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.075174;0.013803;0.008322;0.001367;0.023722;0.021989;0.645017;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002705;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
eg;0.001999;0.108071;0.058651;0.133031;0.025468;0.184491;0.013505;0.011998;0.222641;0.003557;0.052647;0.030305;0.008322;0.004440;0.063611;0.021989;0.001999;0.008029;0.013046;0.003874;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002293;0.002818;0.002055;0.001114;0.000504;0.000680;0.000068;0.000044;0.000904;0.000044;0.000747;0.004186;0.000020;0.000489
ef;0.001999;0.039544;0.194844;0.046417;0.019103;0.042478;0.013505;0.011998;0.261443;0.003365;0.052175;0.050558;0.008322;0.004610;0.169480;0.021989;0.001999;0.009001;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.002173;0.002057;0.002818;0.002379;0.000877;0.000504;0.000680;0.000068;0.000044;0.007801;0.000044;0.000747;0.000220;0.000020;0.000016
eá;0.001999;0.024106;0.037900;0.029556;0.394957;0.010812;0.013505;0.034018;0.017242;0.002392;0.129623;0.030507;0.015156;0.001367;0.023722;0.141958;0.001999;0.023215;0.021921;0.006439;0.001957;0.004607;0.002260;0.000602;0.002606;0.001849;0.002816;0.004337;0.005092;0.000877;0.008097;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ex;0.001999;0.018791;0.042180;0.109388;0.019103;0.010053;0.013505;0.077046;0.235729;0.002392;0.052175;0.013803;0.153202;0.001367;0.030958;0.021989;0.001999;0.008029;0.145862;0.006047;0.003279;0.003088;0.002260;0.000602;0.002606;0.001849;0.003379;0.002818;0.002055;0.006791;0.003149;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ez;0.001999;0.018791;0.037900;0.290073;0.019103;0.011033;0.013505;0.062087;0.021164;0.020039;0.264028;0.013803;0.008322;0.001367;0.094310;0.021989;0.001999;0.008029;0.012809;0.047608;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.004779;0.002055;0.005779;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ek;0.002998;0.028187;0.056850;0.147275;0.028654;0.029785;0.020257;0.017997;0.114099;0.003588;0.092968;0.020704;0.012483;0.002050;0.256170;0.047689;0.002998;0.012043;0.019214;0.019808;0.017641;0.004632;0.003390;0.000902;0.003909;0.017479;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
e¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
eé;0.002998;0.092558;0.056850;0.044334;0.226259;0.015079;0.024748;0.028476;0.025863;0.003588;0.156106;0.031183;0.018471;0.002050;0.035583;0.104840;0.002998;0.013540;0.025202;0.006599;0.002935;0.009123;0.003390;0.000902;0.003909;0.002773;0.003085;0.031173;0.004579;0.001316;0.014228;0.001019;0.000102;0.000066;0.001001;0.000066;0.002618;0.000330;0.000030;0.000024
e?;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.052175;0.013803;0.008322;0.001367;0.023722;0.021989;0.668665;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ej;0.001999;0.018791;0.272869;0.147302;0.019103;0.062638;0.013505;0.011998;0.022562;0.007740;0.052175;0.013803;0.008322;0.001367;0.272639;0.021989;0.001999;0.008029;0.012809;0.003402;0.002848;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.001559;0.000044;0.000747;0.000220;0.000020;0.000016
eú;0.002998;0.028187;0.056850;0.062516;0.255927;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.152522;0.012483;0.002050;0.035583;0.032983;0.002998;0.043861;0.041941;0.005102;0.002935;0.072814;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
ew;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
e#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
a(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
ar;0.001999;0.047086;0.116826;0.149646;0.023270;0.017924;0.022150;0.021745;0.086596;0.004897;0.184117;0.043005;0.008819;0.012812;0.072172;0.028046;0.002034;0.023721;0.051257;0.015593;0.003942;0.003407;0.002500;0.000602;0.004024;0.001849;0.006086;0.018274;0.002232;0.014574;0.000504;0.001700;0.000308;0.000044;0.003885;0.000044;0.002055;0.000220;0.000020;0.000016
ae;0.001999;0.104422;0.038199;0.033880;0.074527;0.012848;0.019007;0.026693;0.017541;0.002392;0.177980;0.038183;0.009904;0.001402;0.026658;0.315607;0.002034;0.018558;0.017520;0.007814;0.004558;0.006182;0.002260;0.004715;0.003503;0.001884;0.003217;0.011291;0.004498;0.000895;0.004090;0.001646;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
aa;0.002998;0.083231;0.057425;0.044334;0.066117;0.018765;0.059376;0.047311;0.025965;0.003622;0.225746;0.055563;0.019245;0.003808;0.035718;0.094756;0.003099;0.037705;0.030676;0.013183;0.005437;0.015316;0.008191;0.003168;0.004755;0.003787;0.008731;0.006661;0.003995;0.001316;0.000755;0.003149;0.000203;0.000066;0.001069;0.000167;0.003690;0.000837;0.000030;0.000024
