smoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
et;0.002538;0.007614;0.050761;0.010152;0.010152;0.002538;0.005076;0.050761;0.147208;0.002538;0.002538;0.182741;0.002538;0.126904;0.002538;0.002538;0.010152;0.002538;0.068528;0.002538;0.137056;0.002538;0.012690;0.114213;0.002538;0.002538;0.002538;0.015228;0.002538;0.002538;0.002538;0.002538;0.002538;0.002538;0.002538
ei;0.006803;0.387755;0.006803;0.006803;0.006803;0.006803;0.006803;0.108844;0.006803;0.006803;0.224490;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.034014;0.040816;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803;0.006803
eo;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.452055;0.013699;0.013699;0.013699;0.041096;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.041096;0.041096;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699;0.013699
en;0.000545;0.000545;0.042530;0.035987;0.004362;0.000545;0.000545;0.511450;0.005453;0.005998;0.003272;0.187568;0.004362;0.001636;0.000545;0.077972;0.047437;0.007634;0.010360;0.002181;0.001091;0.001091;0.020174;0.000545;0.000545;0.011450;0.006543;0.003817;0.000545;0.000545;0.000545;0.000545;0.000545;0.000545;0.000545
e ;0.000194;0.051202;0.045578;0.066718;0.017843;0.041893;0.066330;0.124321;0.064779;0.075058;0.025019;0.008534;0.040147;0.021916;0.000194;0.033941;0.091738;0.017455;0.093289;0.002909;0.005237;0.022498;0.000388;0.038596;0.002715;0.023468;0.010279;0.001164;0.004849;0.000194;0.000388;0.000582;0.000194;0.000194;0.000194
ef;0.004525;0.009050;0.090498;0.004525;0.090498;0.004525;0.004525;0.018100;0.081448;0.294118;0.004525;0.013575;0.221719;0.004525;0.004525;0.004525;0.004525;0.058824;0.004525;0.004525;0.004525;0.004525;0.009050;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525;0.004525
eh;0.016129;0.016129;0.112903;0.016129;0.016129;0.016129;0.016129;0.016129;0.096774;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.274194;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129;0.016129
e);0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
ed;0.001143;0.001143;0.020571;0.010286;0.041143;0.001143;0.001143;0.026286;0.028571;0.003429;0.006857;0.696000;0.001143;0.001143;0.003429;0.001143;0.001143;0.005714;0.001143;0.001143;0.001143;0.001143;0.064000;0.001143;0.002286;0.006857;0.001143;0.056000;0.001143;0.001143;0.004571;0.001143;0.001143;0.001143;0.002286
ec;0.001618;0.004854;0.087379;0.003236;0.008091;0.001618;0.001618;0.407767;0.132686;0.168285;0.001618;0.008091;0.001618;0.037217;0.001618;0.001618;0.001618;0.011327;0.084142;0.001618;0.001618;0.001618;0.004854;0.001618;0.004854;0.001618;0.001618;0.003236;0.001618;0.001618;0.001618;0.001618;0.001618;0.001618;0.001618
el;0.001969;0.001969;0.061024;0.037402;0.007874;0.001969;0.021654;0.001969;0.181102;0.165354;0.001969;0.059055;0.029528;0.001969;0.001969;0.019685;0.007874;0.108268;0.074803;0.001969;0.129921;0.001969;0.013780;0.001969;0.001969;0.005906;0.031496;0.009843;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969;0.001969
ea;0.001403;0.172511;0.001403;0.218794;0.019635;0.002805;0.002805;0.110799;0.001403;0.001403;0.189341;0.023843;0.001403;0.001403;0.001403;0.068724;0.033661;0.061711;0.001403;0.001403;0.001403;0.004208;0.004208;0.001403;0.036466;0.011220;0.009818;0.004208;0.001403;0.001403;0.001403;0.001403;0.001403;0.001403;0.001403
ej;0.024390;0.024390;0.170732;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
ey;0.008197;0.008197;0.049180;0.016393;0.008197;0.008197;0.008197;0.008197;0.008197;0.016393;0.008197;0.647541;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.016393;0.008197;0.008197;0.008197;0.008197;0.016393;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197
eb;0.010526;0.084211;0.010526;0.010526;0.031579;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.515789;0.010526;0.042105;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526;0.010526
e,;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.872180;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759
ew;0.007752;0.007752;0.015504;0.054264;0.007752;0.007752;0.015504;0.007752;0.007752;0.038760;0.007752;0.550388;0.007752;0.038760;0.007752;0.007752;0.007752;0.007752;0.038760;0.007752;0.007752;0.007752;0.023256;0.007752;0.007752;0.007752;0.007752;0.023256;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752
ek;0.019231;0.019231;0.019231;0.096154;0.019231;0.019231;0.019231;0.019231;0.038462;0.019231;0.019231;0.250000;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231;0.019231
eg;0.002688;0.064516;0.016129;0.002688;0.059140;0.002688;0.002688;0.002688;0.580645;0.029570;0.005376;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.153226;0.002688;0.018817;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688;0.002688
ev;0.002849;0.002849;0.754986;0.002849;0.002849;0.002849;0.002849;0.002849;0.094017;0.011396;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.051282;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849;0.002849
e.;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.022599;0.005650;0.005650;0.790960;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650;0.005650
eq;0.008264;0.008264;0.008264;0.008264;0.719008;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264;0.008264
ex;0.003984;0.003984;0.051793;0.003984;0.003984;0.003984;0.239044;0.243028;0.087649;0.007968;0.003984;0.011952;0.003984;0.003984;0.003984;0.003984;0.103586;0.003984;0.143426;0.003984;0.003984;0.003984;0.007968;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984;0.003984
e?;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.081081;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027
ez;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.076923;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.076923;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
eó;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
eä;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
e#;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
s(;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
sr;0.023810;0.023810;0.047619;0.047619;0.023810;0.023810;0.023810;0.023810;0.119048;0.047619;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
se;0.001120;0.079507;0.050392;0.070549;0.002240;0.003359;0.007839;0.022396;0.001120;0.001120;0.081747;0.329227;0.006719;0.001120;0.001120;0.116461;0.057111;0.042553;0.017917;0.001120;0.001120;0.001120;0.043673;0.002240;0.002240;0.002240;0.019037;0.014558;0.012318;0.001120;0.001120;0.001120;0.001120;0.001120;0.001120
ss;0.001698;0.005093;0.095076;0.001698;0.083192;0.013582;0.006791;0.001698;0.475382;0.016978;0.001698;0.159593;0.010187;0.001698;0.001698;0.001698;0.001698;0.003396;0.050934;0.001698;0.001698;0.003396;0.027165;0.001698;0.001698;0.001698;0.001698;0.013582;0.001698;0.001698;0.001698;0.001698;0.001698;0.001698;0.001698
su;0.002967;0.181009;0.133531;0.035608;0.002967;0.032641;0.148368;0.002967;0.005935;0.002967;0.002967;0.002967;0.038576;0.002967;0.002967;0.011869;0.115727;0.062315;0.011869;0.002967;0.002967;0.130564;0.002967;0.002967;0.002967;0.026706;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967;0.002967
sm;0.013514;0.013514;0.148649;0.054054;0.027027;0.013514;0.013514;0.013514;0.013514;0.027027;0.013514;0.040541;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.202703;0.013514;0.013514;0.013514;0.094595;0.013514;0.013514;0.013514;0.013514;0.040541;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514
sp;0.003497;0.006993;0.381119;0.003497;0.003497;0.003497;0.003497;0.003497;0.052448;0.360140;0.003497;0.003497;0.003497;0.006993;0.003497;0.003497;0.003497;0.006993;0.087413;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497;0.003497
st;0.001049;0.207765;0.077650;0.018888;0.004197;0.005247;0.002099;0.001049;0.104932;0.019937;0.001049;0.299056;0.001049;0.001049;0.001049;0.002099;0.001049;0.019937;0.190976;0.001049;0.001049;0.001049;0.009444;0.003148;0.001049;0.001049;0.001049;0.012592;0.001049;0.001049;0.002099;0.001049;0.001049;0.001049;0.001049
si;0.001103;0.006615;0.004410;0.052922;0.001103;0.015436;0.001103;0.110254;0.001103;0.369350;0.106946;0.001103;0.004410;0.001103;0.001103;0.178611;0.006615;0.004410;0.007718;0.001103;0.001103;0.051819;0.001103;0.001103;0.001103;0.013230;0.019846;0.001103;0.001103;0.017641;0.001103;0.009923;0.001103;0.001103;0.001103
so;0.002564;0.033333;0.005128;0.002564;0.048718;0.117949;0.002564;0.002564;0.002564;0.017949;0.092308;0.343590;0.002564;0.002564;0.002564;0.002564;0.184615;0.058974;0.002564;0.002564;0.002564;0.002564;0.028205;0.002564;0.002564;0.002564;0.002564;0.007692;0.002564;0.002564;0.002564;0.002564;0.002564;0.002564;0.002564
sn;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
s ;0.000333;0.037321;0.018327;0.055315;0.008331;0.032656;0.048650;0.125958;0.089970;0.095635;0.029990;0.007664;0.043652;0.031989;0.000333;0.020327;0.036988;0.012329;0.156281;0.002999;0.005332;0.036654;0.000666;0.068977;0.003665;0.016328;0.005998;0.001666;0.003332;0.000666;0.000333;0.000333;0.000333;0.000333;0.000333
sf;0.020408;0.020408;0.061224;0.020408;0.122449;0.020408;0.020408;0.020408;0.061224;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.081633;0.020408;0.061224;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408
sh;0.003534;0.003534;0.127208;0.003534;0.007067;0.017668;0.003534;0.003534;0.116608;0.381625;0.003534;0.095406;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.148410;0.003534;0.003534;0.003534;0.010601;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534;0.003534
s);0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
sd;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.291667;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
sc;0.009009;0.063063;0.036036;0.009009;0.180180;0.009009;0.009009;0.009009;0.009009;0.063063;0.009009;0.018018;0.009009;0.315315;0.009009;0.009009;0.009009;0.009009;0.072072;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009;0.009009
sl;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.047059;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.376471;0.011765;0.200000;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765
sa;0.003472;0.076389;0.003472;0.045139;0.003472;0.052083;0.010417;0.194444;0.038194;0.003472;0.013889;0.003472;0.177083;0.003472;0.003472;0.013889;0.003472;0.138889;0.003472;0.003472;0.111111;0.010417;0.003472;0.003472;0.003472;0.038194;0.006944;0.003472;0.003472;0.003472;0.003472;0.003472;0.003472;0.003472;0.003472
sj;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
sy;0.020833;0.020833;0.020833;0.187500;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.104167;0.041667;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
sb;0.025641;0.025641;0.025641;0.025641;0.076923;0.025641;0.025641;0.025641;0.025641;0.076923;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
s,;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.900000;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941;0.002941
sw;0.022727;0.022727;0.181818;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.068182;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
sk;0.013333;0.013333;0.080000;0.066667;0.013333;0.013333;0.013333;0.013333;0.066667;0.013333;0.013333;0.360000;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.026667;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333;0.013333
sg;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
sv;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
s.;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.872180;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759;0.003759
sq;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
sx;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
s?;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.190476;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
sz;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
só;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
sä;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
s#;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.054054;0.027027;0.027027;0.027027;0.054054;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027;0.027027
u(;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
